id,name,tedad_kh_100,tedad_fo_100,tedad_kh_200,tedad_fo_200,tedad_kh_500,tedad_fo_500,akharin_gh,darsad_akarin,darsad_payani,vaziat,signal_tedad,signal_big_m,rsi,buy_power,vorod_pol,hajm_mashkok,hajm_emroz,hajm_diroz,hajm_2roz_ghabl,hajm_3roz_ghabl,miangin_mah,code_gr,pool_gr,group_name,vaziat2,gh_s,darsad_ta_s,taharok,kharid_hoshdar,forosh_hoshdar,tedad_kharidar,seraneh_kharid,kol_kharid,tedad_foroshamdeh,seraneh_forosh,kol_forosh,barayand_saraneh,barayand_kol,emtiaz_sahm,date_now,time,total_kh_big,total_fo_big,total_kh_big1,total_fo_big1,net_big_trades,buy_sell_ratio_100,buy_sell_ratio_200,buy_sell_ratio_500,kh_concentration,fo_concentration,volume_signal,money_flow_signal,rsi_signal,total_signal_score,signal_category
6433335428452486,خعمرا,2,1,0,0,0,0,5870,2.98,2.98,صف خرید,0,0,79,1.38,0,حجم متوسط1.52برابر,152 %,239 % ,90 % ,195 % ,1024471,34,214831,خودرو و ساخت قطعات,فروش  متوسط rsi,0,0,تحرک_مثبت,0,1,2,175,350,2,150,301,25,49,2.0,1405-06-04,12:02:19,2,1,0,0,1,1.0,0.0,0.0,0.6666666666666666,0.5,1,0,-3,-0.10000000000000006,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
44846320603450383,فروسيل,3,1,1,0,0,0,11910,2.94,2.94,صف خرید,0,0,71,6.13,1171, حجم کم,29 %,74 % ,46 % ,55 % ,4368755,27,512358,فلزات اساسي,فروش  متوسط rsi,0,0,تحرک_مثبت,1,2,3,149,447,1,119,119,30,328,2.0,1405-06-04,12:12:34,3,1,1,0,2,1.5,1.0,0.0,1.0,0.5,1,3,-3,0.7999999999999997,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
49632601495766480,كروميت,7,7,1,3,0,0,4370,2.82,2.82,صف خرید,0,0,64,3.8,393,حجم متوسط0.91برابر,91 %,85 % ,160 % ,112 % ,19116818,13,243886,استخراج كانه هاي فلزي,خنثی,0,0,تحرک_مثبت,1,1,12,154,1855,10,257,2571,-103,-716,5.0,1405-06-04,11:59:48,7,7,1,3,0,0.875,0.25,0.0,1.0,1.25,0,1,-1,0.19999999999999998,ﯽﺜﻨﺧ
12303918642491681,زنجان,0,1,0,0,0,0,1804,1.98,1.98,صف خرید,0,0,80,5.57,-498,حجم متوسط1.49برابر,149 %,33 % ,65 % ,88 % ,2120021,44,416438,محصولات شيميايي,فروش  ضعیف,0,0,تحرک_مثبت,0,2,0,0,0,1,135,135,-135,-135,0.5,1405-06-04,9:35:56,0,1,0,0,-1,0.0,0.0,0.0,0.0,0.5,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
51459202425114449,تابا,19,20,12,12,4,5,33490,-2.98,-2.11,صف فروش,0,0,48,0.59,-127,حجم مشکوک5.73برابر,573 %,203 % ,269 % ,314 % ,567442,74,37765,خدمات فني و مهندسي,فروش  ضعیف,0,0,تحرک_منفی,1,1,22,303,6669,25,371,9297,-68,-2628,-3.0,1405-06-04,12:31:16,19,20,12,12,-1,0.9047619047619048,0.9230769230769231,0.6666666666666666,2.55,2.7142857142857144,0,0,0,0.0,ﯽﺜﻨﺧ
2400322364771558,شستا,33,37,18,8,6,0,2946,2.97,2.97,صف خرید,0,0,73,3.21,-33947, حجم کم,38 %,59 % ,128 % ,141 % ,2018283536,39,17871,شركتهاي چند رشته اي صنعتي,فروش  ضعیف,0,0,تحرک_مثبت,0,3,264,235,62147,391,155,60839,80,1308,2.5,1405-06-04,12:26:42,33,37,18,8,-4,0.868421052631579,2.0,6.0,2.3823529411764706,1.1842105263157894,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
12638840758449459,پخش,82,129,31,64,6,13,14040,2.86,1.17,مثبت,0,0,71,0.49,-46815,حجم متوسط1.49برابر,149 %,282 % ,542 % ,39 % ,65627333,43,-98707,مواد و محصولات دارويي,فروش  قوی,0,0,تحرک_مثبت,0,3,148,223,33113,373,239,89518,-16,-56405,-4.0,1405-06-04,12:30:57,82,129,31,64,-47,0.6307692307692307,0.47692307692307695,0.42857142857142855,1.7228915662650603,1.9846153846153847,0,0,-3,-0.6000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
60887982279284651,ثجنوب,15,20,7,8,2,2,18030,1.01,1.4,مثبت,0,0,62,0.89,-2104, حجم کم,65 %,66 % ,78 % ,94 % ,12191912,70,48213,انبوه سازي، املاك و مستغلات,فروش  ضعیف,0,0,تحرک_منفی,1,3,22,259,5699,27,244,6593,15,-894,0.5,1405-06-04,12:30:33,15,20,7,8,-5,0.7142857142857143,0.7777777777777778,0.6666666666666666,2.0,1.8095238095238095,0,0,-1,-0.2,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
47973532381204870,بيوتيك,4,3,2,2,1,0,31030,2.99,2.99,صف خرید,0,0,94,38.27,2318, حجم کم,38 %,1213 % ,326 % ,60 % ,3085345,43,-98707,مواد و محصولات دارويي,فروش  قوی rsi,0,0,تحرک_مثبت,0,2,13,273,3549,3,237,711,36,2838,1.0,1405-06-04,11:14:23,4,3,2,2,1,1.0,0.6666666666666666,1.0,2.2,1.25,1,3,-3,0.7999999999999997,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
50011948410571353,ولتجار,1,1,1,0,0,0,3226,2.97,2.97,صف خرید,0,0,75,20.53,161, حجم کم,14 %,18 % ,36 % ,59 % ,11910442,58,7845,ساير واسطه گريهاي مالي,فروش  متوسط rsi,0,0,تحرک_مثبت,0,0,1,337,337,1,128,128,209,209,2.0,1405-06-04,9:43:10,1,1,1,0,0,0.5,1.0,0.0,1.0,0.5,0,1,-3,-0.2000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
31959715133485440,ولقمان,1,1,0,1,0,0,3121,-0.35,0.29,منفی,0,0,86,1.45,-48,حجم متوسط1.49برابر,149 %,78 % ,148 % ,74 % ,773778,56,223642,سرمايه گذاريها,فروش  متوسط,0,0,تحرک_منفی,0,1,1,104,104,1,206,206,-102,-102,-3.0,1405-06-04,12:30:49,1,1,0,1,0,0.5,0.0,0.0,0.5,1.0,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
51294484197536070,غشوكو,6,14,0,2,0,0,12740,2.91,2.26,مثبت,0,0,69,0.72,-1096, حجم کم,65 %,29 % ,12 % ,45 % ,8648355,42,110444,محصولات غذايي و آشاميدني به جز قند و شكر,فروش  ضعیف,0,0,تحرک_مثبت,0,2,6,124,744,35,123,4339,1,-3595,1.5,1405-06-04,12:30:30,6,14,0,2,-8,0.4,0.0,0.0,0.8571428571428571,1.0666666666666667,0,0,-1,-0.2,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
48780480822364410,بپرديس,0,0,0,0,0,0,2728,2.98,0.0,صف خرید,0,0,82,2.0,0, حجم کم,4 %,269 % ,241 % ,965 % ,103708,66,66233,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فروش  قوی rsi,0,0,تحرک_مثبت,0,1,0,0,0,0,0,0,0,0,0.0,1405-06-04,8:48:46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
71856634742001725,سپ,1,1,0,0,0,0,14070,2.85,1.9,مثبت,0,0,79,1.4,-36, حجم کم,57 %,271 % ,135 % ,292 % ,657072,72,-31944,رايانه و فعاليت‌هاي وابسته به آن,فروش  متوسط rsi,0,0,تحرک_مثبت,0,2,1,123,123,1,123,123,0,0,0.0,1405-06-04,9:55:48,1,1,0,0,0,0.5,0.0,0.0,0.5,0.5,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
20966291817819448,فسديد,0,0,0,0,0,0,90660,1.99,1.99,صف خرید,0,0,67,3.67,0, حجم کم,12 %,22 % ,19 % ,11 % ,170846,27,512358,فلزات اساسي,خنثی,0,0,تحرک_مثبت,0,2,0,0,0,0,0,0,0,0,6.0,1405-06-04,8:48:46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,-0.1,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
67988012428906654,دارو,63,120,16,33,4,4,8670,0.58,-0.12,مثبت,0,0,76,0.64,2811,حجم متوسط0.91برابر,91 %,88 % ,117 % ,153 % ,175510694,43,-98707,مواد و محصولات دارويي,فروش  متوسط,0,0,تحرک_مثبت,0,4,233,155,36217,407,168,68771,-13,-32554,-3.0,1405-06-04,12:30:51,63,120,16,33,-57,0.5206611570247934,0.47058823529411764,0.8,1.546875,1.4297520661157024,0,3,-3,0.2999999999999998,ﯽﺜﻨﺧ
7745894403636165,شپنا,106,30,59,17,34,4,12200,2.95,2.95,صف خرید,0,0,68,6.43,335093, حجم کم,44 %,61 % ,89 % ,75 % ,841394147,23,681694,فراورده هاي نفتي، كك و سوخت هسته اي,خرید  متوسط,0,0,تحرک_مثبت,3,1,1571,250,394089,81,258,20949,-8,373140,8.0,1405-06-04,12:30:28,106,30,59,17,76,3.4193548387096775,3.2777777777777777,6.8,3.130841121495327,2.161290322580645,3,3,-1,2.0,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
9141577977527107,وايرا,3,0,0,0,0,0,3170,2.92,2.6,صف خرید,0,0,66,2.66,225, حجم کم,85 %,106 % ,66 % ,190 % ,6128279,56,223642,سرمايه گذاريها,خرید  ضعیف,0,0,تحرک_مثبت,2,1,4,112,450,0,0,0,112,450,7.5,1405-06-04,11:32:03,3,0,0,0,3,3.0,0.0,0.0,0.75,0.0,2,1,-1,1.0000000000000002,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
65883838195688438,خودرو,181,155,111,80,38,19,716,2.87,2.73,صف خرید,0,0,79,1.18,117568,حجم متوسط1.15برابر,115 %,121 % ,218 % ,182 % ,7438994758,34,214831,خودرو و ساخت قطعات,فروش  متوسط rsi,0,0,تحرک_مثبت,0,2,1852,253,468869,1485,246,366396,7,102473,1.0,1405-06-04,12:29:40,181,155,111,80,26,1.1602564102564104,1.3703703703703705,1.9,2.6483516483516483,2.1153846153846154,3,3,-3,1.6,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
59217041815333317,خكار,31,45,10,21,0,6,1883,0.91,1.66,مثبت,0,0,73,0.74,-1751,حجم متوسط1.19برابر,119 %,104 % ,128 % ,202 % ,97732249,34,214831,خودرو و ساخت قطعات,فروش  قوی,0,0,تحرک_منفی,0,3,64,169,10824,59,251,14849,-82,-4025,-6.0,1405-06-04,12:30:52,31,45,10,21,-14,0.6739130434782609,0.45454545454545453,0.0,1.28125,2.0869565217391304,0,0,-3,-0.6000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
44604318643489231,بيدار,13,14,12,8,6,4,49137,4.0,4.0,صف خرید,0,0,84,8.89,988, حجم کم,6 %,55 % ,161 % ,228 % ,72029044,68,48213,صندوق های اهرمی,فروش  ضعیف,0,0,تحرک_مثبت,0,4,30,460,13806,21,368,7733,92,6073,2.5,1405-06-04,11:50:59,13,14,12,8,-1,0.8666666666666667,1.3333333333333333,1.2,3.9285714285714284,2.8,0,2,-3,0.0999999999999999,ﯽﺜﻨﺧ
22275596386264204,كوثر,12,0,4,0,1,0,1764,2.98,2.98,صف خرید,0,0,75,9.25,3776, حجم کم,40 %,169 % ,210 % ,156 % ,80060692,66,66233,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فروش  متوسط rsi,0,0,تحرک_مثبت,0,2,24,164,3943,0,0,0,164,3943,2.0,1405-06-04,10:56:06,12,0,4,0,12,12.0,4.0,1.0,1.6153846153846154,0.0,3,3,-3,1.6,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
60350996279289099,كاوه,39,43,12,20,1,4,5940,2.95,2.77,صف خرید,0,0,68,1.01,9011,حجم متوسط0.99برابر,99 %,117 % ,90 % ,99 % ,79708143,27,512358,فلزات اساسي,فروش  ضعیف,0,0,تحرک_مثبت,2,1,84,204,17198,61,221,13499,-17,3699,5.5,1405-06-04,12:17:50,39,43,12,20,-4,0.8863636363636364,0.5714285714285714,0.2,1.4,1.8863636363636365,0,3,-1,0.7999999999999999,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
37842793167868642,غويتا,12,5,4,2,0,2,5450,2.83,2.83,صف خرید,0,0,64,8.55,8012, حجم کم,31 %,36 % ,119 % ,65 % ,70807762,42,110444,محصولات غذايي و آشاميدني به جز قند و شكر,خرید  متوسط,0,0,تحرک_مثبت,2,2,53,214,11348,7,379,2653,-165,8695,8.0,1405-06-04,11:39:58,12,5,4,2,7,2.0,1.3333333333333333,0.0,1.2307692307692308,2.8333333333333335,3,3,-1,2.0,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
66315581735594751,توسن,28,39,10,13,0,4,10760,2.97,2.49,صف خرید,0,0,75,1.26,-3172, حجم کم,42 %,80 % ,117 % ,36 % ,74836952,72,-31944,رايانه و فعاليت‌هاي وابسته به آن,فروش  متوسط,0,0,تحرک_مثبت,0,4,63,229,14431,101,220,22290,9,-7859,0.0,1405-06-04,12:26:46,28,39,10,13,-11,0.7,0.7142857142857143,0.0,1.3103448275862069,1.8,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
12490072956930435,مديريت,4,1,1,1,0,0,4570,2.7,2.25,مثبت,0,0,75,6.93,136, حجم کم,85 %,26 % ,130 % ,47 % ,3292998,56,223642,سرمايه گذاريها,فروش  متوسط rsi,0,0,تحرک_مثبت,1,1,4,154,619,1,243,243,-89,376,1.0,1405-06-04,12:10:06,4,1,1,1,3,2.0,0.5,0.0,1.0,1.0,2,1,-3,0.6,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
34721884030854211,سفاسي,3,5,0,1,0,0,4370,2.58,2.58,مثبت,0,0,78,0.71,0,حجم متوسط1.6برابر,160 %,64 % ,325 % ,212 % ,2707388,54,58599,ساير محصولات كاني غيرفلزي,فروش  متوسط,0,0,تحرک_مثبت,0,3,5,124,620,5,174,873,-50,-253,-2.0,1405-06-04,12:01:38,3,5,0,1,-2,0.5,0.0,0.0,0.75,1.0,0,0,-3,-0.6000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
49641108336531623,انرژي,26,4,18,1,1,0,25330,2.97,2.97,صف خرید,0,0,86,16.07,43396, حجم کم,64 %,64 % ,42 % ,85 % ,30384507,67,104413,فعاليتهاي كمكي به نهادهاي مالي واسط,فروش  قوی rsi,0,0,تحرک_مثبت,0,0,197,243,47930,6,139,837,104,47093,1.0,1405-06-04,12:24:53,26,4,18,1,22,5.2,9.0,1.0,1.8148148148148149,1.0,3,3,-3,1.6,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
11427387039523955,شفام,1,2,1,2,0,0,2509,3.0,3.0,صف خرید,0,0,62,9.03,201, حجم کم,35 %,29 % ,146 % ,90 % ,17852383,44,416438,محصولات شيميايي,فروش  ضعیف,0,0,تحرک_مثبت,0,3,2,315,630,3,312,936,3,-306,4.5,1405-06-04,12:27:45,1,2,1,2,-1,0.3333333333333333,0.3333333333333333,0.0,1.0,1.3333333333333333,0,1,-1,0.19999999999999998,ﯽﺜﻨﺧ
47302318535715632,ونوين,40,20,30,6,14,1,3560,2.89,2.89,صف خرید,0,0,68,12.68,40459, حجم کم,38 %,105 % ,75 % ,67 % ,624412249,57,551430,بانكها و موسسات اعتباري,خرید  متوسط,0,0,تحرک_مثبت,2,2,118,445,52524,34,194,6613,251,45911,8.0,1405-06-04,12:25:35,40,20,30,6,20,1.9047619047619047,4.285714285714286,7.0,3.4146341463414633,1.4761904761904763,3,3,-1,2.0,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
58108537439201620,دوايكس,94,122,43,62,9,16,26807,4.0,3.88,صف خرید,0,0,76,0.9,-25967, حجم کم,86 %,143 % ,186 % ,160 % ,121953147,68,48213,صندوق های اهرمی,فروش  قوی,0,0,تحرک_مثبت,0,4,1021,203,208078,1167,215,251254,-12,-43176,-2.0,1405-06-04,12:30:53,94,122,43,62,-28,0.7642276422764228,0.6825396825396826,0.5294117647058824,1.9157894736842105,2.1463414634146343,0,0,-3,-0.6000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
56574323121551263,شكبير,12,14,3,7,0,3,121700,2.96,2.96,صف خرید,0,0,73,0.8,2511,حجم متوسط1.81برابر,181 %,26 % ,104 % ,172 % ,425546,44,416438,محصولات شيميايي,فروش  متوسط,0,0,تحرک_مثبت,2,1,49,132,6488,15,299,4488,-167,2000,0.0,1405-06-04,11:12:38,12,14,3,7,-2,0.8,0.375,0.0,1.1538461538461537,2.4,0,3,-3,0.2999999999999998,ﯽﺜﻨﺧ
41529644566373651,هانيكو,9,1,1,1,0,0,8100,2.27,1.89,مثبت,0,0,62,5.19,-1069,حجم متوسط1.13برابر,113 %,275 % ,97 % ,95 % ,12613394,28,4088,ساخت محصولات فلزي,خرید  ضعیف,0,0,تحرک_مثبت,2,0,9,153,1382,2,248,497,-95,885,6.5,1405-06-04,12:30:32,9,1,1,1,8,4.5,0.5,0.0,1.0,1.0,3,0,-1,1.1000000000000003,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
33441514568901717,ميدكو,40,22,38,16,17,5,7370,2.93,2.93,صف خرید,0,0,74,1.07,258834,حجم زیاد4.71برابر,471 %,1326 % ,41 % ,216 % ,96002350,27,512358,فلزات اساسي,فروش  متوسط rsi,0,0,تحرک_مثبت,1,1,845,351,296671,53,721,38225,-370,258446,1.0,1405-06-04,12:23:24,40,22,38,16,18,1.7391304347826086,2.235294117647059,2.8333333333333335,3.975609756097561,2.739130434782609,3,3,-3,1.6,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
33541897671561960,واتي,38,64,16,32,3,3,7830,1.03,1.81,مثبت,0,0,87,0.65,-2463,حجم متوسط0.93برابر,93 %,112 % ,174 % ,208 % ,42563608,56,223642,سرمايه گذاريها,فروش  متوسط,0,0,تحرک_منفی,0,4,86,187,16096,101,230,23297,-43,-7201,-5.0,1405-06-04,12:30:56,38,64,16,32,-26,0.5846153846153846,0.48484848484848486,0.75,1.7692307692307692,1.7076923076923076,0,0,-3,-0.6000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
48511238766369097,دانا,5,3,1,1,0,0,2373,2.99,2.69,صف خرید,0,0,70,2.65,1251,حجم متوسط0.91برابر,91 %,217 % ,85 % ,99 % ,21261171,66,66233,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فروش  متوسط rsi,0,0,تحرک_مثبت,1,2,6,189,1135,3,211,633,-22,502,6.0,1405-06-04,11:50:58,5,3,1,1,2,1.25,0.5,0.0,1.0,1.0,1,3,-1,1.2,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
26259366519412975,زشگزا,19,22,9,7,1,0,32440,2.98,2.79,صف خرید,0,0,62,1.12,-252, حجم کم,50 %,58 % ,63 % ,41 % ,9276880,1,35200,زراعت و خدمات وابسته,خرید  متوسط,0,0,تحرک_مثبت,1,3,26,228,5940,33,177,5848,51,92,7.0,1405-06-04,12:11:50,19,22,9,7,-3,0.8260869565217391,1.125,1.0,1.65,1.2608695652173914,0,0,-1,-0.1,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
29860265627578401,ما,7,1,3,0,1,0,3580,2.87,2.87,صف خرید,0,0,80,16.67,5607,حجم زیاد2.85برابر,285 %,240 % ,73 % ,88 % ,7216133,66,66233,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,فروش  قوی rsi,0,0,تحرک_مثبت,0,0,25,234,5858,1,107,107,127,5751,1.0,1405-06-04,11:40:37,7,1,3,0,6,3.5,3.0,1.0,1.875,0.5,3,3,-3,1.6,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
23086515493897579,ولغدر,1,0,0,0,0,0,3170,2.92,2.92,صف خرید,0,0,82,8.33,32, حجم کم,12 %,64 % ,234 % ,186 % ,13148920,58,7845,ساير واسطه گريهاي مالي,فروش  قوی rsi,0,0,تحرک_مثبت,0,1,1,113,113,0,0,0,113,113,1.0,1405-06-04,9:10:47,1,0,0,0,1,1.0,0.0,0.0,0.5,0.0,1,1,-3,0.19999999999999987,ﯽﺜﻨﺧ
3623921205367364,كدما,16,18,6,7,1,0,88260,3.0,2.98,صف خرید,0,0,69,1.73,265, حجم کم,69 %,74 % ,232 % ,115 % ,1986128,13,243886,استخراج كانه هاي فلزي,خرید  متوسط,0,0,تحرک_مثبت,1,3,30,190,5706,29,163,4753,27,953,8.0,1405-06-04,11:55:10,16,18,6,7,-2,0.8421052631578947,0.75,1.0,1.588235294117647,1.3157894736842106,0,1,-1,0.19999999999999998,ﯽﺜﻨﺧ
22501232035732859,وثنو,6,5,3,4,0,2,5040,2.86,2.86,صف خرید,0,0,74,1.19,1462, حجم کم,54 %,69 % ,201 % ,20 % ,21332868,56,223642,سرمايه گذاريها,فروش  متوسط,0,0,تحرک_مثبت,1,1,31,158,4918,7,581,4069,-423,849,1.0,1405-06-04,11:06:43,6,5,3,4,1,1.0,0.6,0.0,1.2857142857142858,3.1666666666666665,1,3,-3,0.7999999999999997,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
44549439964296944,كالا,67,109,25,55,7,18,9590,2.9,2.68,صف خرید,0,0,67,0.76,-29577, حجم کم,77 %,82 % ,84 % ,115 % ,165714719,67,104413,فعاليتهاي كمكي به نهادهاي مالي واسط,فروش  ضعیف,0,0,تحرک_مثبت,0,4,262,186,48798,290,242,70202,-56,-21404,2.5,1405-06-04,12:30:51,67,109,25,55,-42,0.6090909090909091,0.44642857142857145,0.3684210526315789,1.8676470588235294,2.309090909090909,0,0,-1,-0.2,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
40262275031537922,دروز,16,12,7,4,1,1,19530,2.95,2.37,صف خرید,0,0,81,1.44,2931,حجم متوسط1.86برابر,186 %,168 % ,0 % ,0 % ,2470025,43,-98707,مواد و محصولات دارويي,فروش  قوی rsi,0,0,تحرک_مثبت,0,1,20,290,5816,14,189,2646,101,3170,1.0,1405-06-04,12:30:53,16,12,7,4,4,1.2307692307692308,1.4,0.5,1.6470588235294117,1.6153846153846154,2,3,-3,1.2,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
64380036977879368,كولان,9,0,5,0,0,0,28360,2.35,2.45,مثبت,0,0,57,12.35,-1473,حجم متوسط1.3برابر,130 %,106 % ,56 % ,89 % ,3552479,21,29491,محصولات كاغذي,خرید  متوسط,0,0,تحرک_منفی,3,0,19,342,6505,0,0,0,342,6505,7.0,1405-06-04,12:07:28,9,0,5,0,9,9.0,5.0,0.0,1.4,0.0,3,0,-1,1.1000000000000003,ﺪﯾﺮﺧ ﻒﯿﻌﺿ ﻝﺎﻨﮕﯿﺳ
30974710508383145,شسينا,5,6,0,4,0,0,3790,2.99,2.99,صف خرید,0,0,72,1.11,-1071, حجم کم,62 %,71 % ,118 % ,104 % ,23243613,44,416438,محصولات شيميايي,فروش  متوسط,0,0,تحرک_مثبت,0,3,7,131,921,7,200,1400,-69,-479,-1.0,1405-06-04,11:36:22,5,6,0,4,-1,0.7142857142857143,0.0,0.0,0.8333333333333334,1.4285714285714286,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
40553302624764543,وكغدير,25,7,13,3,5,1,5290,2.92,2.92,صف خرید,0,0,91,7.24,13137, حجم کم,72 %,69 % ,136 % ,207 % ,99787802,39,17871,شركتهاي چند رشته اي صنعتي,فروش  قوی rsi,0,0,تحرک_مثبت,0,0,44,379,16691,15,235,3531,144,13160,1.0,1405-06-04,12:29:18,25,7,13,3,18,3.125,3.25,2.5,2.423076923076923,1.875,3,3,-3,1.6,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
61664227282090067,سلار,0,1,0,0,0,0,3290,2.81,2.81,صف خرید,0,0,80,4.0,0, حجم کم,17 %,14 % ,163 % ,257 % ,6470520,53,-4902,سيمان، آهك و گچ,فروش  ضعیف,0,0,تحرک_مثبت,0,2,0,0,0,1,160,160,-160,-160,0.5,1405-06-04,11:39:55,0,1,0,0,-1,0.0,0.0,0.0,0.0,0.5,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
44967158778304588,قثابت,14,15,6,8,0,1,4130,2.99,2.99,صف خرید,0,0,60,1.47,186,حجم متوسط1.01برابر,101 %,236 % ,77 % ,164 % ,32105468,38,15187,قند و شكر,فروش  ضعیف,0,0,تحرک_مثبت,0,3,36,190,6852,21,280,5884,-90,968,6.5,1405-06-04,11:45:13,14,15,6,8,-1,0.875,0.6666666666666666,0.0,1.3333333333333333,1.75,0,1,-1,0.19999999999999998,ﯽﺜﻨﺧ
20411759370751096,كنور,11,11,5,3,2,0,5210,2.96,2.96,صف خرید,0,0,85,1.89,6595, حجم کم,63 %,55 % ,52 % ,145 % ,37853277,13,243886,استخراج كانه هاي فلزي,فروش  قوی rsi,0,0,تحرک_مثبت,0,1,27,313,8468,23,164,3793,149,4675,1.0,1405-06-04,12:30:51,11,11,5,3,0,0.9166666666666666,1.25,2.0,2.1666666666666665,1.1666666666666667,0,3,-3,0.3999999999999998,ﯽﺜﻨﺧ
16405556680571453,كخاك,14,15,4,7,2,1,48650,2.98,2.86,صف خرید,0,0,75,1.11,3331, حجم کم,76 %,33 % ,26 % ,50 % ,3932215,54,58599,ساير محصولات كاني غيرفلزي,فروش  متوسط,0,0,تحرک_مثبت,0,3,30,201,6049,17,263,4480,-62,1569,1.0,1405-06-04,12:23:27,14,15,4,7,-1,0.875,0.5,1.0,1.8666666666666667,1.6875,0,3,-3,0.3999999999999998,ﯽﺜﻨﺧ
19298748452450329,تايرا,23,11,9,4,0,0,3000,1.25,1.62,مثبت,0,0,75,1.39,3509, حجم کم,74 %,110 % ,82 % ,102 % ,58310365,29,64793,ماشين آلات و تجهيزات,فروش  متوسط rsi,0,0,تحرک_منفی,0,1,33,204,6761,24,146,3526,58,3235,1.0,1405-06-04,12:30:29,23,11,9,4,12,1.9166666666666667,1.8,0.0,1.3333333333333333,1.25,3,3,-3,1.6,ﺪﯾﺮﺧ ﻝﺎﻨﮕﯿﺳ
60289595205403229,بهير,0,0,0,0,0,0,3950,1.8,1.8,صف خرید,0,0,79,1.64,0, حجم کم,47 %,136 % ,92 % ,181 % ,1139303,56,223642,سرمايه گذاريها,فروش  متوسط rsi,0,0,تحرک_مثبت,0,2,0,0,0,0,0,0,0,0,1.0,1405-06-04,8:48:50,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-3,-0.5000000000000001,ﺵﻭﺮﻓ ﻝﺎﻨﮕﯿﺳ
